,level_0,index,Site,Parameter,Date_LT,Year,Month,Day,Hour,NowCast_Conc,AQI,AQI_Category,Raw_Conc,Conc_Unit,Duration,QC_Name
7149,43037,2944,New Delhi,PM2.5 - Principal,2022-05-03 06:00 PM,2022,5,3,18,116.3,182,Unhealthy,119.0,UG/M3,1 Hr,Valid
7157,43084,2992,New Delhi,PM2.5 - Principal,2022-05-05 06:00 PM,2022,5,5,18,71.7,159,Unhealthy,73.0,UG/M3,1 Hr,Valid
7168,43154,3064,New Delhi,PM2.5 - Principal,2022-05-08 06:00 PM,2022,5,8,18,76.3,162,Unhealthy,77.0,UG/M3,1 Hr,Valid
7181,43231,3144,New Delhi,PM2.5 - Principal,2022-06-05 06:00 PM,2022,6,5,18,28.3,85,Moderate,26.0,UG/M3,1 Hr,Valid
7183,43249,3168,New Delhi,PM2.5 - Principal,2022-06-06 06:00 PM,2022,6,6,18,29.1,87,Moderate,30.0,UG/M3,1 Hr,Valid
7185,43262,3216,New Delhi,PM2.5 - Principal,2022-06-08 06:00 PM,2022,6,8,18,43.0,119,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
7268,43763,3813,New Delhi,PM2.5 - Principal,2022-07-03 06:00 PM,2022,7,3,18,23.5,75,Moderate,26.0,UG/M3,1 Hr,Valid
7276,43809,3861,New Delhi,PM2.5 - Principal,2022-07-05 06:00 PM,2022,7,5,18,38.6,109,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
7280,43833,3885,New Delhi,PM2.5 - Principal,2022-07-06 06:00 PM,2022,7,6,18,37.1,105,Unhealthy for Sensitive Groups,33.0,UG/M3,1 Hr,Valid
7288,43879,3933,New Delhi,PM2.5 - Principal,2022-07-08 06:00 PM,2022,7,8,18,22.3,72,Moderate,21.0,UG/M3,1 Hr,Valid
7372,44375,4547,New Delhi,PM2.5 - Principal,2022-08-03 06:00 PM,2022,8,3,18,41.3,115,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
7379,44419,4595,New Delhi,PM2.5 - Principal,2022-08-05 06:00 PM,2022,8,5,18,24.0,76,Moderate,22.0,UG/M3,1 Hr,Valid
7383,44441,4619,New Delhi,PM2.5 - Principal,2022-08-06 06:00 PM,2022,8,6,18,49.0,134,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
7391,44487,4667,New Delhi,PM2.5 - Principal,2022-08-08 06:00 PM,2022,8,8,18,30.8,90,Moderate,29.0,UG/M3,1 Hr,Valid
7468,44949,5291,New Delhi,PM2.5 - Principal,2022-09-03 06:00 PM,2022,9,3,18,17.0,61,Moderate,16.0,UG/M3,1 Hr,Valid
7475,44996,5339,New Delhi,PM2.5 - Principal,2022-09-05 06:00 PM,2022,9,5,18,12.6,52,Moderate,14.0,UG/M3,1 Hr,Valid
7479,45014,5359,New Delhi,PM2.5 - Principal,2022-09-06 06:00 PM,2022,9,6,18,21.1,70,Moderate,17.0,UG/M3,1 Hr,Valid
7486,45059,5407,New Delhi,PM2.5 - Principal,2022-09-08 06:00 PM,2022,9,8,18,53.2,145,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
7525,45292,6127,New Delhi,PM2.5 - Principal,2022-10-08 06:00 PM,2022,10,8,18,8.2,34,Good,7.0,UG/M3,1 Hr,Valid
7628,45889,6751,New Delhi,PM2.5 - Principal,2022-11-03 06:00 PM,2022,11,3,18,211.3,261,Very Unhealthy,203.0,UG/M3,1 Hr,Valid
7636,45937,6799,New Delhi,PM2.5 - Principal,2022-11-05 06:00 PM,2022,11,5,18,175.8,226,Very Unhealthy,176.0,UG/M3,1 Hr,Valid
7640,45961,6823,New Delhi,PM2.5 - Principal,2022-11-06 06:00 PM,2022,11,6,18,146.1,198,Unhealthy,144.0,UG/M3,1 Hr,Valid
7648,46009,6871,New Delhi,PM2.5 - Principal,2022-11-08 06:00 PM,2022,11,8,18,229.8,280,Very Unhealthy,213.0,UG/M3,1 Hr,Valid
7730,46502,7471,New Delhi,PM2.5 - Principal,2022-12-03 06:00 PM,2022,12,3,18,169.9,220,Very Unhealthy,180.0,UG/M3,1 Hr,Valid
7737,46548,7519,New Delhi,PM2.5 - Principal,2022-12-05 06:00 PM,2022,12,5,18,107.6,178,Unhealthy,106.0,UG/M3,1 Hr,Valid
7746,46603,7591,New Delhi,PM2.5 - Principal,2022-12-08 06:00 PM,2022,12,8,18,85.2,166,Unhealthy,90.0,UG/M3,1 Hr,Valid
7864,47298,1528,New Delhi,PM2.5 - Principal,2023-03-05 06:00 PM,2023,3,5,18,23.7,75,Moderate,26.0,UG/M3,1 Hr,Valid
7868,47322,1552,New Delhi,PM2.5 - Principal,2023-03-06 06:00 PM,2023,3,6,18,28.2,85,Moderate,27.0,UG/M3,1 Hr,Valid
7876,47370,1600,New Delhi,PM2.5 - Principal,2023-03-08 06:00 PM,2023,3,8,18,36.4,103,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr,Valid
7967,47918,2224,New Delhi,PM2.5 - Principal,2023-04-03 06:00 PM,2023,4,3,18,26.9,82,Moderate,19.0,UG/M3,1 Hr,Valid
7975,47966,2272,New Delhi,PM2.5 - Principal,2023-04-05 06:00 PM,2023,4,5,18,23.4,75,Moderate,21.0,UG/M3,1 Hr,Valid
7979,47988,2296,New Delhi,PM2.5 - Principal,2023-04-06 06:00 PM,2023,4,6,18,12.8,52,Moderate,11.0,UG/M3,1 Hr,Valid
8070,48539,2944,New Delhi,PM2.5 - Principal,2023-05-03 06:00 PM,2023,5,3,18,20.0,68,Moderate,21.0,UG/M3,1 Hr,Valid
8078,48586,2992,New Delhi,PM2.5 - Principal,2023-05-05 06:00 PM,2023,5,5,18,46.9,129,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
8089,48656,3064,New Delhi,PM2.5 - Principal,2023-05-08 06:00 PM,2023,5,8,18,28.2,85,Moderate,29.0,UG/M3,1 Hr,Valid
