,level_0,index,Site,Parameter,Date_LT,Year,Month,Day,Hour,NowCast_Conc,AQI,AQI_Category,Raw_Conc,Conc_Unit,Duration,QC_Name
865,5250,7895,New Delhi,PM2.5 - Principal,2015-11-26 00:00:00,2015,11,26,0,193.1,243,Very Unhealthy,208.0,UG/M3,1 Hr,Valid
866,5256,7901,New Delhi,PM2.5 - Principal,2015-11-26 06:00:00,2015,11,26,6,165.3,216,Very Unhealthy,167.0,UG/M3,1 Hr,Valid
867,5262,7907,New Delhi,PM2.5 - Principal,2015-11-26 12:00:00,2015,11,26,12,180.9,231,Very Unhealthy,176.0,UG/M3,1 Hr,Valid
868,5268,7913,New Delhi,PM2.5 - Principal,2015-11-26 18:00:00,2015,11,26,18,106.9,178,Unhealthy,117.0,UG/M3,1 Hr,Valid
869,5274,7919,New Delhi,PM2.5 - Principal,2015-11-27 00:00:00,2015,11,27,0,184.0,234,Very Unhealthy,180.0,UG/M3,1 Hr,Valid
870,5280,7925,New Delhi,PM2.5 - Principal,2015-11-27 06:00:00,2015,11,27,6,115.0,182,Unhealthy,101.0,UG/M3,1 Hr,Valid
871,5286,7931,New Delhi,PM2.5 - Principal,2015-11-27 12:00:00,2015,11,27,12,192.9,243,Very Unhealthy,235.0,UG/M3,1 Hr,Valid
872,5292,7937,New Delhi,PM2.5 - Principal,2015-11-27 18:00:00,2015,11,27,18,289.0,339,Hazardous,238.0,UG/M3,1 Hr,Valid
873,5298,7943,New Delhi,PM2.5 - Principal,2015-11-28 00:00:00,2015,11,28,0,215.3,265,Very Unhealthy,204.0,UG/M3,1 Hr,Valid
874,5304,7949,New Delhi,PM2.5 - Principal,2015-11-28 06:00:00,2015,11,28,6,202.5,253,Very Unhealthy,210.0,UG/M3,1 Hr,Valid
875,5310,7955,New Delhi,PM2.5 - Principal,2015-11-28 12:00:00,2015,11,28,12,276.3,327,Hazardous,293.0,UG/M3,1 Hr,Valid
876,5316,7961,New Delhi,PM2.5 - Principal,2015-11-28 18:00:00,2015,11,28,18,287.9,338,Hazardous,287.0,UG/M3,1 Hr,Valid
877,5322,7967,New Delhi,PM2.5 - Principal,2015-11-29 00:00:00,2015,11,29,0,344.0,394,Hazardous,358.0,UG/M3,1 Hr,Valid
878,5328,7973,New Delhi,PM2.5 - Principal,2015-11-29 06:00:00,2015,11,29,6,309.4,359,Hazardous,275.0,UG/M3,1 Hr,Valid
879,5333,7979,New Delhi,PM2.5 - Principal,2015-11-29 12:00:00,2015,11,29,12,295.0,345,Hazardous,302.0,UG/M3,1 Hr,Valid
880,5339,7985,New Delhi,PM2.5 - Principal,2015-11-29 18:00:00,2015,11,29,18,227.0,277,Very Unhealthy,212.0,UG/M3,1 Hr,Valid
881,5345,7991,New Delhi,PM2.5 - Principal,2015-11-30 00:00:00,2015,11,30,0,309.9,360,Hazardous,349.0,UG/M3,1 Hr,Valid
882,5351,7997,New Delhi,PM2.5 - Principal,2015-11-30 06:00:00,2015,11,30,6,354.8,404,Hazardous,324.0,UG/M3,1 Hr,Valid
883,5357,8003,New Delhi,PM2.5 - Principal,2015-11-30 12:00:00,2015,11,30,12,308.1,358,Hazardous,276.0,UG/M3,1 Hr,Valid
884,5363,8009,New Delhi,PM2.5 - Principal,2015-11-30 18:00:00,2015,11,30,18,349.1,399,Hazardous,361.0,UG/M3,1 Hr,Valid
885,5369,8015,New Delhi,PM2.5 - Principal,2015-12-01 00:00:00,2015,12,1,0,319.4,369,Hazardous,293.0,UG/M3,1 Hr,Valid
886,5375,8021,New Delhi,PM2.5 - Principal,2015-12-01 06:00:00,2015,12,1,6,213.8,264,Very Unhealthy,206.0,UG/M3,1 Hr,Valid
887,5380,8027,New Delhi,PM2.5 - Principal,2015-12-01 12:00:00,2015,12,1,12,202.9,253,Very Unhealthy,171.0,UG/M3,1 Hr,Valid
888,5386,8033,New Delhi,PM2.5 - Principal,2015-12-01 18:00:00,2015,12,1,18,157.6,208,Very Unhealthy,173.0,UG/M3,1 Hr,Valid
889,5392,8039,New Delhi,PM2.5 - Principal,2015-12-02 00:00:00,2015,12,2,0,272.8,323,Hazardous,300.0,UG/M3,1 Hr,Valid
890,5398,8045,New Delhi,PM2.5 - Principal,2015-12-02 06:00:00,2015,12,2,6,180.6,231,Very Unhealthy,170.0,UG/M3,1 Hr,Valid
891,5403,8051,New Delhi,PM2.5 - Principal,2015-12-02 12:00:00,2015,12,2,12,175.3,226,Very Unhealthy,143.0,UG/M3,1 Hr,Valid
892,5409,8057,New Delhi,PM2.5 - Principal,2015-12-02 18:00:00,2015,12,2,18,128.4,189,Unhealthy,132.0,UG/M3,1 Hr,Valid
893,5415,8063,New Delhi,PM2.5 - Principal,2015-12-03 00:00:00,2015,12,3,0,190.8,241,Very Unhealthy,174.0,UG/M3,1 Hr,Valid
894,5421,8069,New Delhi,PM2.5 - Principal,2015-12-03 06:00:00,2015,12,3,6,178.6,229,Very Unhealthy,191.0,UG/M3,1 Hr,Valid
895,5427,8075,New Delhi,PM2.5 - Principal,2015-12-03 12:00:00,2015,12,3,12,301.4,351,Hazardous,278.0,UG/M3,1 Hr,Valid
896,5433,8081,New Delhi,PM2.5 - Principal,2015-12-03 18:00:00,2015,12,3,18,215.5,265,Very Unhealthy,214.0,UG/M3,1 Hr,Valid
897,5439,8087,New Delhi,PM2.5 - Principal,2015-12-04 00:00:00,2015,12,4,0,253.6,304,Hazardous,244.0,UG/M3,1 Hr,Valid
898,5445,8093,New Delhi,PM2.5 - Principal,2015-12-04 06:00:00,2015,12,4,6,245.5,295,Very Unhealthy,254.0,UG/M3,1 Hr,Valid
899,5451,8099,New Delhi,PM2.5 - Principal,2015-12-04 12:00:00,2015,12,4,12,181.3,232,Very Unhealthy,149.0,UG/M3,1 Hr,Valid
900,5457,8105,New Delhi,PM2.5 - Principal,2015-12-04 18:00:00,2015,12,4,18,84.7,166,Unhealthy,94.0,UG/M3,1 Hr,Valid
901,5463,8111,New Delhi,PM2.5 - Principal,2015-12-05 00:00:00,2015,12,5,0,248.1,298,Very Unhealthy,279.0,UG/M3,1 Hr,Valid
902,5469,8117,New Delhi,PM2.5 - Principal,2015-12-05 06:00:00,2015,12,5,6,322.1,372,Hazardous,302.0,UG/M3,1 Hr,Valid
903,5475,8123,New Delhi,PM2.5 - Principal,2015-12-05 12:00:00,2015,12,5,12,235.4,285,Very Unhealthy,186.0,UG/M3,1 Hr,Valid
904,5481,8129,New Delhi,PM2.5 - Principal,2015-12-05 18:00:00,2015,12,5,18,130.8,190,Unhealthy,143.0,UG/M3,1 Hr,Valid
905,5487,8135,New Delhi,PM2.5 - Principal,2015-12-06 00:00:00,2015,12,6,0,274.5,325,Hazardous,289.0,UG/M3,1 Hr,Valid
906,5493,8141,New Delhi,PM2.5 - Principal,2015-12-06 06:00:00,2015,12,6,6,364.3,410,Hazardous,390.0,UG/M3,1 Hr,Valid
907,5499,8147,New Delhi,PM2.5 - Principal,2015-12-06 12:00:00,2015,12,6,12,365.2,411,Hazardous,304.0,UG/M3,1 Hr,Valid
908,5504,8153,New Delhi,PM2.5 - Principal,2015-12-06 18:00:00,2015,12,6,18,224.9,275,Very Unhealthy,224.0,UG/M3,1 Hr,Valid
909,5510,8159,New Delhi,PM2.5 - Principal,2015-12-07 00:00:00,2015,12,7,0,324.9,375,Hazardous,339.0,UG/M3,1 Hr,Valid
910,5516,8165,New Delhi,PM2.5 - Principal,2015-12-07 06:00:00,2015,12,7,6,297.1,347,Hazardous,255.0,UG/M3,1 Hr,Valid
911,5522,8171,New Delhi,PM2.5 - Principal,2015-12-07 12:00:00,2015,12,7,12,338.9,389,Hazardous,348.0,UG/M3,1 Hr,Valid
912,5528,8177,New Delhi,PM2.5 - Principal,2015-12-07 18:00:00,2015,12,7,18,190.4,241,Very Unhealthy,201.0,UG/M3,1 Hr,Valid
913,5534,8183,New Delhi,PM2.5 - Principal,2015-12-08 00:00:00,2015,12,8,0,354.8,404,Hazardous,360.0,UG/M3,1 Hr,Valid
914,5540,8189,New Delhi,PM2.5 - Principal,2015-12-08 06:00:00,2015,12,8,6,382.7,422,Hazardous,387.0,UG/M3,1 Hr,Valid
915,5546,8195,New Delhi,PM2.5 - Principal,2015-12-08 12:00:00,2015,12,8,12,337.9,388,Hazardous,280.0,UG/M3,1 Hr,Valid
916,5552,8201,New Delhi,PM2.5 - Principal,2015-12-08 18:00:00,2015,12,8,18,124.9,187,Unhealthy,121.0,UG/M3,1 Hr,Valid
917,5558,8207,New Delhi,PM2.5 - Principal,2015-12-09 00:00:00,2015,12,9,0,350.9,401,Hazardous,391.0,UG/M3,1 Hr,Valid
918,5564,8213,New Delhi,PM2.5 - Principal,2015-12-09 06:00:00,2015,12,9,6,421.9,448,Hazardous,434.0,UG/M3,1 Hr,Valid
919,5570,8219,New Delhi,PM2.5 - Principal,2015-12-09 12:00:00,2015,12,9,12,238.2,288,Very Unhealthy,209.0,UG/M3,1 Hr,Valid
920,5576,8225,New Delhi,PM2.5 - Principal,2015-12-09 18:00:00,2015,12,9,18,245.2,295,Very Unhealthy,266.0,UG/M3,1 Hr,Valid
921,5582,8231,New Delhi,PM2.5 - Principal,2015-12-10 00:00:00,2015,12,10,0,293.4,344,Hazardous,326.0,UG/M3,1 Hr,Valid
922,5588,8237,New Delhi,PM2.5 - Principal,2015-12-10 06:00:00,2015,12,10,6,296.9,347,Hazardous,276.0,UG/M3,1 Hr,Valid
923,5594,8243,New Delhi,PM2.5 - Principal,2015-12-10 12:00:00,2015,12,10,12,258.2,309,Hazardous,227.0,UG/M3,1 Hr,Valid
924,5600,8249,New Delhi,PM2.5 - Principal,2015-12-10 18:00:00,2015,12,10,18,196.3,246,Very Unhealthy,215.0,UG/M3,1 Hr,Valid
925,5606,8255,New Delhi,PM2.5 - Principal,2015-12-11 00:00:00,2015,12,11,0,285.6,336,Hazardous,286.0,UG/M3,1 Hr,Valid
926,5612,8261,New Delhi,PM2.5 - Principal,2015-12-11 06:00:00,2015,12,11,6,256.3,307,Hazardous,234.0,UG/M3,1 Hr,Valid
927,5618,8267,New Delhi,PM2.5 - Principal,2015-12-11 12:00:00,2015,12,11,12,296.6,347,Hazardous,255.0,UG/M3,1 Hr,Valid
928,5624,8273,New Delhi,PM2.5 - Principal,2015-12-11 18:00:00,2015,12,11,18,240.2,290,Very Unhealthy,248.0,UG/M3,1 Hr,Valid
929,5630,8279,New Delhi,PM2.5 - Principal,2015-12-12 00:00:00,2015,12,12,0,277.9,328,Hazardous,298.0,UG/M3,1 Hr,Valid
930,5636,8285,New Delhi,PM2.5 - Principal,2015-12-12 06:00:00,2015,12,12,6,274.7,325,Hazardous,233.0,UG/M3,1 Hr,Valid
931,5642,8291,New Delhi,PM2.5 - Principal,2015-12-12 12:00:00,2015,12,12,12,241.6,291,Very Unhealthy,241.0,UG/M3,1 Hr,Valid
932,5648,8297,New Delhi,PM2.5 - Principal,2015-12-12 18:00:00,2015,12,12,18,230.5,280,Very Unhealthy,199.0,UG/M3,1 Hr,Valid
933,5654,8303,New Delhi,PM2.5 - Principal,2015-12-13 00:00:00,2015,12,13,0,240.5,290,Very Unhealthy,261.0,UG/M3,1 Hr,Valid
934,5660,8309,New Delhi,PM2.5 - Principal,2015-12-13 06:00:00,2015,12,13,6,232.2,282,Very Unhealthy,224.0,UG/M3,1 Hr,Valid
935,5666,8315,New Delhi,PM2.5 - Principal,2015-12-13 12:00:00,2015,12,13,12,124.6,187,Unhealthy,99.0,UG/M3,1 Hr,Valid
936,5670,8321,New Delhi,PM2.5 - Principal,2015-12-13 18:00:00,2015,12,13,18,59.8,153,Unhealthy,62.0,UG/M3,1 Hr,Valid
937,5676,8327,New Delhi,PM2.5 - Principal,2015-12-14 00:00:00,2015,12,14,0,258.6,309,Hazardous,279.0,UG/M3,1 Hr,Valid
938,5682,8333,New Delhi,PM2.5 - Principal,2015-12-14 06:00:00,2015,12,14,6,194.8,245,Very Unhealthy,177.0,UG/M3,1 Hr,Valid
939,5688,8339,New Delhi,PM2.5 - Principal,2015-12-14 12:00:00,2015,12,14,12,134.5,192,Unhealthy,102.0,UG/M3,1 Hr,Valid
940,5694,8345,New Delhi,PM2.5 - Principal,2015-12-14 18:00:00,2015,12,14,18,64.7,156,Unhealthy,68.0,UG/M3,1 Hr,Valid
941,5699,8351,New Delhi,PM2.5 - Principal,2015-12-15 00:00:00,2015,12,15,0,197.1,247,Very Unhealthy,183.0,UG/M3,1 Hr,Valid
942,5705,8357,New Delhi,PM2.5 - Principal,2015-12-15 06:00:00,2015,12,15,6,203.6,254,Very Unhealthy,191.0,UG/M3,1 Hr,Valid
943,5711,8363,New Delhi,PM2.5 - Principal,2015-12-15 12:00:00,2015,12,15,12,148.0,199,Unhealthy,117.0,UG/M3,1 Hr,Valid
944,5717,8369,New Delhi,PM2.5 - Principal,2015-12-15 18:00:00,2015,12,15,18,60.4,154,Unhealthy,69.0,UG/M3,1 Hr,Valid
945,5723,8375,New Delhi,PM2.5 - Principal,2015-12-16 00:00:00,2015,12,16,0,222.6,272,Very Unhealthy,225.0,UG/M3,1 Hr,Valid
946,5729,8381,New Delhi,PM2.5 - Principal,2015-12-16 06:00:00,2015,12,16,6,231.1,281,Very Unhealthy,251.0,UG/M3,1 Hr,Valid
947,5735,8387,New Delhi,PM2.5 - Principal,2015-12-16 12:00:00,2015,12,16,12,108.4,178,Unhealthy,88.0,UG/M3,1 Hr,Valid
948,5740,8393,New Delhi,PM2.5 - Principal,2015-12-16 18:00:00,2015,12,16,18,104.6,176,Unhealthy,136.0,UG/M3,1 Hr,Valid
949,5746,8399,New Delhi,PM2.5 - Principal,2015-12-17 00:00:00,2015,12,17,0,220.9,271,Very Unhealthy,215.0,UG/M3,1 Hr,Valid
950,5752,8405,New Delhi,PM2.5 - Principal,2015-12-17 06:00:00,2015,12,17,6,278.0,328,Hazardous,280.0,UG/M3,1 Hr,Valid
951,5758,8411,New Delhi,PM2.5 - Principal,2015-12-17 12:00:00,2015,12,17,12,305.3,355,Hazardous,254.0,UG/M3,1 Hr,Valid
952,5763,8417,New Delhi,PM2.5 - Principal,2015-12-17 18:00:00,2015,12,17,18,145.6,198,Unhealthy,155.0,UG/M3,1 Hr,Valid
953,5769,8423,New Delhi,PM2.5 - Principal,2015-12-18 00:00:00,2015,12,18,0,291.6,342,Hazardous,311.0,UG/M3,1 Hr,Valid
954,5778,8435,New Delhi,PM2.5 - Principal,2015-12-18 12:00:00,2015,12,18,12,385.8,424,Hazardous,296.0,UG/M3,1 Hr,Valid
955,5784,8441,New Delhi,PM2.5 - Principal,2015-12-18 18:00:00,2015,12,18,18,107.1,178,Unhealthy,111.0,UG/M3,1 Hr,Valid
956,5790,8447,New Delhi,PM2.5 - Principal,2015-12-19 00:00:00,2015,12,19,0,312.9,363,Hazardous,364.0,UG/M3,1 Hr,Valid
957,5796,8453,New Delhi,PM2.5 - Principal,2015-12-19 06:00:00,2015,12,19,6,323.4,373,Hazardous,297.0,UG/M3,1 Hr,Valid
958,5802,8459,New Delhi,PM2.5 - Principal,2015-12-19 12:00:00,2015,12,19,12,207.6,258,Very Unhealthy,146.0,UG/M3,1 Hr,Valid
959,5808,8465,New Delhi,PM2.5 - Principal,2015-12-19 18:00:00,2015,12,19,18,118.8,184,Unhealthy,135.0,UG/M3,1 Hr,Valid
960,5814,8471,New Delhi,PM2.5 - Principal,2015-12-20 00:00:00,2015,12,20,0,280.9,331,Hazardous,298.0,UG/M3,1 Hr,Valid
961,5820,8477,New Delhi,PM2.5 - Principal,2015-12-20 06:00:00,2015,12,20,6,261.2,312,Hazardous,243.0,UG/M3,1 Hr,Valid
962,5826,8483,New Delhi,PM2.5 - Principal,2015-12-20 12:00:00,2015,12,20,12,252.9,303,Hazardous,168.0,UG/M3,1 Hr,Valid
963,5832,8489,New Delhi,PM2.5 - Principal,2015-12-20 18:00:00,2015,12,20,18,139.8,195,Unhealthy,143.0,UG/M3,1 Hr,Valid
964,5838,8495,New Delhi,PM2.5 - Principal,2015-12-21 00:00:00,2015,12,21,0,378.3,419,Hazardous,387.0,UG/M3,1 Hr,Valid
965,5844,8501,New Delhi,PM2.5 - Principal,2015-12-21 06:00:00,2015,12,21,6,332.5,382,Hazardous,315.0,UG/M3,1 Hr,Valid
966,5850,8507,New Delhi,PM2.5 - Principal,2015-12-21 12:00:00,2015,12,21,12,251.0,301,Hazardous,196.0,UG/M3,1 Hr,Valid
967,5856,8513,New Delhi,PM2.5 - Principal,2015-12-21 18:00:00,2015,12,21,18,137.6,193,Unhealthy,178.0,UG/M3,1 Hr,Valid
968,5862,8519,New Delhi,PM2.5 - Principal,2015-12-22 00:00:00,2015,12,22,0,296.5,347,Hazardous,292.0,UG/M3,1 Hr,Valid
969,5868,8525,New Delhi,PM2.5 - Principal,2015-12-22 06:00:00,2015,12,22,6,336.3,386,Hazardous,374.0,UG/M3,1 Hr,Valid
970,5874,8531,New Delhi,PM2.5 - Principal,2015-12-22 12:00:00,2015,12,22,12,403.4,436,Hazardous,256.0,UG/M3,1 Hr,Valid
971,5880,8537,New Delhi,PM2.5 - Principal,2015-12-22 18:00:00,2015,12,22,18,227.4,277,Very Unhealthy,260.0,UG/M3,1 Hr,Valid
972,5886,8543,New Delhi,PM2.5 - Principal,2015-12-23 00:00:00,2015,12,23,0,379.7,420,Hazardous,370.0,UG/M3,1 Hr,Valid
973,5892,8549,New Delhi,PM2.5 - Principal,2015-12-23 06:00:00,2015,12,23,6,436.9,458,Hazardous,477.0,UG/M3,1 Hr,Valid
974,5898,8555,New Delhi,PM2.5 - Principal,2015-12-23 12:00:00,2015,12,23,12,485.0,490,Hazardous,453.0,UG/M3,1 Hr,Valid
975,5904,8561,New Delhi,PM2.5 - Principal,2015-12-23 18:00:00,2015,12,23,18,367.3,412,Hazardous,386.0,UG/M3,1 Hr,Valid
976,5910,8567,New Delhi,PM2.5 - Principal,2015-12-24 00:00:00,2015,12,24,0,393.2,429,Hazardous,293.0,UG/M3,1 Hr,Valid
977,5916,8573,New Delhi,PM2.5 - Principal,2015-12-24 06:00:00,2015,12,24,6,254.3,305,Hazardous,248.0,UG/M3,1 Hr,Valid
978,5927,8585,New Delhi,PM2.5 - Principal,2015-12-24 18:00:00,2015,12,24,18,66.8,157,Unhealthy,68.0,UG/M3,1 Hr,Valid
979,5933,8591,New Delhi,PM2.5 - Principal,2015-12-25 00:00:00,2015,12,25,0,213.4,263,Very Unhealthy,218.0,UG/M3,1 Hr,Valid
980,5939,8597,New Delhi,PM2.5 - Principal,2015-12-25 06:00:00,2015,12,25,6,194.1,244,Very Unhealthy,172.0,UG/M3,1 Hr,Valid
981,5945,8603,New Delhi,PM2.5 - Principal,2015-12-25 12:00:00,2015,12,25,12,159.0,209,Very Unhealthy,129.0,UG/M3,1 Hr,Valid
982,5951,8609,New Delhi,PM2.5 - Principal,2015-12-25 18:00:00,2015,12,25,18,77.5,162,Unhealthy,82.0,UG/M3,1 Hr,Valid
983,5957,8615,New Delhi,PM2.5 - Principal,2015-12-26 00:00:00,2015,12,26,0,244.3,294,Very Unhealthy,245.0,UG/M3,1 Hr,Valid
984,5963,8621,New Delhi,PM2.5 - Principal,2015-12-26 06:00:00,2015,12,26,6,225.9,276,Very Unhealthy,197.0,UG/M3,1 Hr,Valid
985,5969,8627,New Delhi,PM2.5 - Principal,2015-12-26 12:00:00,2015,12,26,12,192.2,242,Very Unhealthy,142.0,UG/M3,1 Hr,Valid
986,5975,8633,New Delhi,PM2.5 - Principal,2015-12-26 18:00:00,2015,12,26,18,88.2,168,Unhealthy,89.0,UG/M3,1 Hr,Valid
987,5981,8639,New Delhi,PM2.5 - Principal,2015-12-27 00:00:00,2015,12,27,0,319.5,369,Hazardous,355.0,UG/M3,1 Hr,Valid
988,5987,8645,New Delhi,PM2.5 - Principal,2015-12-27 06:00:00,2015,12,27,6,290.7,341,Hazardous,290.0,UG/M3,1 Hr,Valid
989,5993,8651,New Delhi,PM2.5 - Principal,2015-12-27 12:00:00,2015,12,27,12,312.3,362,Hazardous,270.0,UG/M3,1 Hr,Valid
990,5999,8657,New Delhi,PM2.5 - Principal,2015-12-27 18:00:00,2015,12,27,18,140.0,195,Unhealthy,149.0,UG/M3,1 Hr,Valid
991,6005,8663,New Delhi,PM2.5 - Principal,2015-12-28 00:00:00,2015,12,28,0,267.8,318,Hazardous,212.0,UG/M3,1 Hr,Valid
992,6011,8669,New Delhi,PM2.5 - Principal,2015-12-28 06:00:00,2015,12,28,6,190.4,241,Very Unhealthy,193.0,UG/M3,1 Hr,Valid
993,6017,8675,New Delhi,PM2.5 - Principal,2015-12-28 12:00:00,2015,12,28,12,209.1,259,Very Unhealthy,182.0,UG/M3,1 Hr,Valid
994,6023,8681,New Delhi,PM2.5 - Principal,2015-12-28 18:00:00,2015,12,28,18,101.8,175,Unhealthy,112.0,UG/M3,1 Hr,Valid
995,6029,8687,New Delhi,PM2.5 - Principal,2015-12-29 00:00:00,2015,12,29,0,294.2,344,Hazardous,280.0,UG/M3,1 Hr,Valid
996,6035,8693,New Delhi,PM2.5 - Principal,2015-12-29 06:00:00,2015,12,29,6,251.7,302,Hazardous,262.0,UG/M3,1 Hr,Valid
997,6041,8699,New Delhi,PM2.5 - Principal,2015-12-29 12:00:00,2015,12,29,12,209.3,259,Very Unhealthy,171.0,UG/M3,1 Hr,Valid
998,6047,8705,New Delhi,PM2.5 - Principal,2015-12-29 18:00:00,2015,12,29,18,72.9,160,Unhealthy,75.0,UG/M3,1 Hr,Valid
999,6053,8711,New Delhi,PM2.5 - Principal,2015-12-30 00:00:00,2015,12,30,0,212.5,262,Very Unhealthy,227.0,UG/M3,1 Hr,Valid
1000,6059,8717,New Delhi,PM2.5 - Principal,2015-12-30 06:00:00,2015,12,30,6,266.3,317,Hazardous,270.0,UG/M3,1 Hr,Valid
1001,6065,8723,New Delhi,PM2.5 - Principal,2015-12-30 12:00:00,2015,12,30,12,275.3,326,Hazardous,281.0,UG/M3,1 Hr,Valid
1002,6071,8729,New Delhi,PM2.5 - Principal,2015-12-30 18:00:00,2015,12,30,18,81.1,164,Unhealthy,86.0,UG/M3,1 Hr,Valid
1003,6078,8747,New Delhi,PM2.5 - Principal,2015-12-31 12:00:00,2015,12,31,12,332.1,382,Hazardous,290.0,UG/M3,1 Hr,Valid
1004,6084,8753,New Delhi,PM2.5 - Principal,2015-12-31 18:00:00,2015,12,31,18,103.2,176,Unhealthy,109.0,UG/M3,1 Hr,Valid
1005,6090,8759,New Delhi,PM2.5 - Principal,2016-01-01 00:00:00,2016,1,1,0,337.9,388,Hazardous,358.0,UG/M3,1 Hr,Valid
1006,6092,1301,New Delhi,PM2.5 - Principal,2016-02-24 06:00:00,2016,2,24,6,92.9,170,Unhealthy,81.0,UG/M3,1 Hr,Valid
1007,6098,1307,New Delhi,PM2.5 - Principal,2016-02-24 12:00:00,2016,2,24,12,304.7,355,Hazardous,255.0,UG/M3,1 Hr,Valid
1008,6104,1313,New Delhi,PM2.5 - Principal,2016-02-24 18:00:00,2016,2,24,18,75.2,161,Unhealthy,68.0,UG/M3,1 Hr,Valid
1009,6110,1319,New Delhi,PM2.5 - Principal,2016-02-25 00:00:00,2016,2,25,0,129.8,189,Unhealthy,131.0,UG/M3,1 Hr,Valid
1010,6116,1325,New Delhi,PM2.5 - Principal,2016-02-25 06:00:00,2016,2,25,6,155.5,206,Very Unhealthy,157.0,UG/M3,1 Hr,Valid
1011,6122,1331,New Delhi,PM2.5 - Principal,2016-02-25 12:00:00,2016,2,25,12,117.0,183,Unhealthy,93.0,UG/M3,1 Hr,Valid
1012,6128,1337,New Delhi,PM2.5 - Principal,2016-02-25 18:00:00,2016,2,25,18,51.0,139,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
1013,6136,1349,New Delhi,PM2.5 - Principal,2016-02-26 06:00:00,2016,2,26,6,153.8,204,Very Unhealthy,156.0,UG/M3,1 Hr,Valid
1014,6144,1361,New Delhi,PM2.5 - Principal,2016-02-26 18:00:00,2016,2,26,18,67.7,157,Unhealthy,72.0,UG/M3,1 Hr,Valid
1015,6150,1367,New Delhi,PM2.5 - Principal,2016-02-27 00:00:00,2016,2,27,0,145.8,198,Unhealthy,157.0,UG/M3,1 Hr,Valid
1016,6156,1373,New Delhi,PM2.5 - Principal,2016-02-27 06:00:00,2016,2,27,6,194.2,244,Very Unhealthy,217.0,UG/M3,1 Hr,Valid
1017,6164,1403,New Delhi,PM2.5 - Principal,2016-02-28 12:00:00,2016,2,28,12,226.0,276,Very Unhealthy,172.0,UG/M3,1 Hr,Valid
1018,6170,1409,New Delhi,PM2.5 - Principal,2016-02-28 18:00:00,2016,2,28,18,85.4,166,Unhealthy,85.0,UG/M3,1 Hr,Valid
1019,6176,1415,New Delhi,PM2.5 - Principal,2016-02-29 00:00:00,2016,2,29,0,145.2,197,Unhealthy,152.0,UG/M3,1 Hr,Valid
1020,6179,1421,New Delhi,PM2.5 - Principal,2016-02-29 06:00:00,2016,2,29,6,194.4,245,Very Unhealthy,193.0,UG/M3,1 Hr,Valid
1021,6183,1451,New Delhi,PM2.5 - Principal,2016-03-01 12:00:00,2016,3,1,12,152.9,203,Very Unhealthy,121.0,UG/M3,1 Hr,Valid
1022,6189,1457,New Delhi,PM2.5 - Principal,2016-03-01 18:00:00,2016,3,1,18,121.5,185,Unhealthy,97.0,UG/M3,1 Hr,Valid
1023,6195,1463,New Delhi,PM2.5 - Principal,2016-03-02 00:00:00,2016,3,2,0,143.7,197,Unhealthy,136.0,UG/M3,1 Hr,Valid
1024,6201,1469,New Delhi,PM2.5 - Principal,2016-03-02 06:00:00,2016,3,2,6,169.6,220,Very Unhealthy,177.0,UG/M3,1 Hr,Valid
1025,6207,1475,New Delhi,PM2.5 - Principal,2016-03-02 12:00:00,2016,3,2,12,145.7,198,Unhealthy,119.0,UG/M3,1 Hr,Valid
1026,6215,1487,New Delhi,PM2.5 - Principal,2016-03-03 00:00:00,2016,3,3,0,113.5,181,Unhealthy,107.0,UG/M3,1 Hr,Valid
1027,6221,1493,New Delhi,PM2.5 - Principal,2016-03-03 06:00:00,2016,3,3,6,151.4,202,Very Unhealthy,161.0,UG/M3,1 Hr,Valid
1028,6227,1499,New Delhi,PM2.5 - Principal,2016-03-03 12:00:00,2016,3,3,12,136.6,193,Unhealthy,108.0,UG/M3,1 Hr,Valid
1029,6233,1505,New Delhi,PM2.5 - Principal,2016-03-03 18:00:00,2016,3,3,18,92.8,170,Unhealthy,95.0,UG/M3,1 Hr,Valid
1030,6239,1511,New Delhi,PM2.5 - Principal,2016-03-04 00:00:00,2016,3,4,0,144.0,197,Unhealthy,168.0,UG/M3,1 Hr,Valid
1031,6245,1517,New Delhi,PM2.5 - Principal,2016-03-04 06:00:00,2016,3,4,6,136.9,193,Unhealthy,120.0,UG/M3,1 Hr,Valid
1032,6248,1523,New Delhi,PM2.5 - Principal,2016-03-04 12:00:00,2016,3,4,12,124.1,186,Unhealthy,126.0,UG/M3,1 Hr,Valid
1033,6253,1529,New Delhi,PM2.5 - Principal,2016-03-04 18:00:00,2016,3,4,18,38.0,107,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
1034,6259,1535,New Delhi,PM2.5 - Principal,2016-03-05 00:00:00,2016,3,5,0,31.2,91,Moderate,16.0,UG/M3,1 Hr,Valid
1035,6265,1541,New Delhi,PM2.5 - Principal,2016-03-05 06:00:00,2016,3,5,6,39.2,110,Unhealthy for Sensitive Groups,23.0,UG/M3,1 Hr,Valid
1036,6271,1547,New Delhi,PM2.5 - Principal,2016-03-05 12:00:00,2016,3,5,12,46.3,128,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
