,level_0,index,Site,Parameter,Date_LT,Year,Month,Day,Hour,NowCast_Conc,AQI,AQI_Category,Raw_Conc,Conc_Unit,Duration,QC_Name
0,1,1301,New Delhi,PM2.5 - Principal,2015-02-24 06:00:00,2015,2,24,6,182.4,233,Very Unhealthy,179.0,UG/M3,1 Hr,Valid
1,7,1307,New Delhi,PM2.5 - Principal,2015-02-24 12:00:00,2015,2,24,12,217.1,267,Very Unhealthy,190.0,UG/M3,1 Hr,Valid
2,13,1313,New Delhi,PM2.5 - Principal,2015-02-24 18:00:00,2015,2,24,18,142.0,196,Unhealthy,146.0,UG/M3,1 Hr,Valid
3,19,1319,New Delhi,PM2.5 - Principal,2015-02-25 00:00:00,2015,2,25,0,179.1,229,Very Unhealthy,181.0,UG/M3,1 Hr,Valid
4,25,1325,New Delhi,PM2.5 - Principal,2015-02-25 06:00:00,2015,2,25,6,144.3,197,Unhealthy,124.0,UG/M3,1 Hr,Valid
5,31,1331,New Delhi,PM2.5 - Principal,2015-02-25 12:00:00,2015,2,25,12,146.1,198,Unhealthy,151.0,UG/M3,1 Hr,Valid
6,37,1337,New Delhi,PM2.5 - Principal,2015-02-25 18:00:00,2015,2,25,18,136.0,193,Unhealthy,119.0,UG/M3,1 Hr,Valid
7,45,1349,New Delhi,PM2.5 - Principal,2015-02-26 06:00:00,2015,2,26,6,75.9,162,Unhealthy,81.0,UG/M3,1 Hr,Valid
8,53,1361,New Delhi,PM2.5 - Principal,2015-02-26 18:00:00,2015,2,26,18,38.3,108,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
9,59,1367,New Delhi,PM2.5 - Principal,2015-02-27 00:00:00,2015,2,27,0,55.8,151,Unhealthy,48.0,UG/M3,1 Hr,Valid
10,65,1373,New Delhi,PM2.5 - Principal,2015-02-27 06:00:00,2015,2,27,6,61.5,154,Unhealthy,71.0,UG/M3,1 Hr,Valid
11,73,1403,New Delhi,PM2.5 - Principal,2015-02-28 12:00:00,2015,2,28,12,124.1,186,Unhealthy,125.0,UG/M3,1 Hr,Valid
12,79,1409,New Delhi,PM2.5 - Principal,2015-02-28 18:00:00,2015,2,28,18,40.1,112,Unhealthy for Sensitive Groups,29.0,UG/M3,1 Hr,Valid
13,85,1415,New Delhi,PM2.5 - Principal,2015-03-01 00:00:00,2015,3,1,0,188.0,238,Very Unhealthy,202.0,UG/M3,1 Hr,Valid
14,88,1421,New Delhi,PM2.5 - Principal,2015-03-01 06:00:00,2015,3,1,6,28.3,85,Moderate,10.0,UG/M3,1 Hr,Valid
15,92,1451,New Delhi,PM2.5 - Principal,2015-03-02 12:00:00,2015,3,2,12,39.9,112,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
16,98,1457,New Delhi,PM2.5 - Principal,2015-03-02 18:00:00,2015,3,2,18,34.5,98,Moderate,35.0,UG/M3,1 Hr,Valid
17,104,1463,New Delhi,PM2.5 - Principal,2015-03-03 00:00:00,2015,3,3,0,43.3,120,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
18,110,1469,New Delhi,PM2.5 - Principal,2015-03-03 06:00:00,2015,3,3,6,44.8,124,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
19,116,1475,New Delhi,PM2.5 - Principal,2015-03-03 12:00:00,2015,3,3,12,86.6,167,Unhealthy,94.0,UG/M3,1 Hr,Valid
20,124,1487,New Delhi,PM2.5 - Principal,2015-03-04 00:00:00,2015,3,4,0,78.6,163,Unhealthy,76.0,UG/M3,1 Hr,Valid
21,130,1493,New Delhi,PM2.5 - Principal,2015-03-04 06:00:00,2015,3,4,6,92.3,170,Unhealthy,108.0,UG/M3,1 Hr,Valid
22,136,1499,New Delhi,PM2.5 - Principal,2015-03-04 12:00:00,2015,3,4,12,124.0,186,Unhealthy,103.0,UG/M3,1 Hr,Valid
23,142,1505,New Delhi,PM2.5 - Principal,2015-03-04 18:00:00,2015,3,4,18,22.6,73,Moderate,20.0,UG/M3,1 Hr,Valid
24,148,1511,New Delhi,PM2.5 - Principal,2015-03-05 00:00:00,2015,3,5,0,128.3,189,Unhealthy,143.0,UG/M3,1 Hr,Valid
25,154,1517,New Delhi,PM2.5 - Principal,2015-03-05 06:00:00,2015,3,5,6,121.6,185,Unhealthy,118.0,UG/M3,1 Hr,Valid
26,157,1523,New Delhi,PM2.5 - Principal,2015-03-05 12:00:00,2015,3,5,12,62.6,155,Unhealthy,55.0,UG/M3,1 Hr,Valid
27,162,1529,New Delhi,PM2.5 - Principal,2015-03-05 18:00:00,2015,3,5,18,31.9,93,Moderate,32.0,UG/M3,1 Hr,Valid
28,168,1535,New Delhi,PM2.5 - Principal,2015-03-06 00:00:00,2015,3,6,0,154.1,205,Very Unhealthy,169.0,UG/M3,1 Hr,Valid
29,174,1541,New Delhi,PM2.5 - Principal,2015-03-06 06:00:00,2015,3,6,6,100.3,174,Unhealthy,61.0,UG/M3,1 Hr,Valid
30,180,1547,New Delhi,PM2.5 - Principal,2015-03-06 12:00:00,2015,3,6,12,40.2,113,Unhealthy for Sensitive Groups,24.0,UG/M3,1 Hr,Valid
31,186,1553,New Delhi,PM2.5 - Principal,2015-03-06 18:00:00,2015,3,6,18,32.6,94,Moderate,37.0,UG/M3,1 Hr,Valid
32,192,1559,New Delhi,PM2.5 - Principal,2015-03-07 00:00:00,2015,3,7,0,44.9,124,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
33,198,1565,New Delhi,PM2.5 - Principal,2015-03-07 06:00:00,2015,3,7,6,51.4,140,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
34,204,1571,New Delhi,PM2.5 - Principal,2015-03-07 12:00:00,2015,3,7,12,47.9,132,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
35,210,1577,New Delhi,PM2.5 - Principal,2015-03-07 18:00:00,2015,3,7,18,34.9,99,Moderate,38.0,UG/M3,1 Hr,Valid
36,216,1583,New Delhi,PM2.5 - Principal,2015-03-08 00:00:00,2015,3,8,0,48.6,133,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
37,222,1589,New Delhi,PM2.5 - Principal,2015-03-08 06:00:00,2015,3,8,6,41.4,116,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
38,228,1595,New Delhi,PM2.5 - Principal,2015-03-08 12:00:00,2015,3,8,12,49.2,135,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
39,234,1601,New Delhi,PM2.5 - Principal,2015-03-08 18:00:00,2015,3,8,18,19.5,67,Moderate,22.0,UG/M3,1 Hr,Valid
40,240,1607,New Delhi,PM2.5 - Principal,2015-03-09 00:00:00,2015,3,9,0,30.4,89,Moderate,33.0,UG/M3,1 Hr,Valid
41,246,1613,New Delhi,PM2.5 - Principal,2015-03-09 06:00:00,2015,3,9,6,50.4,138,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid
42,252,1619,New Delhi,PM2.5 - Principal,2015-03-09 12:00:00,2015,3,9,12,44.5,123,Unhealthy for Sensitive Groups,30.0,UG/M3,1 Hr,Valid
43,258,1625,New Delhi,PM2.5 - Principal,2015-03-09 18:00:00,2015,3,9,18,29.1,87,Moderate,30.0,UG/M3,1 Hr,Valid
44,264,1631,New Delhi,PM2.5 - Principal,2015-03-10 00:00:00,2015,3,10,0,72.1,160,Unhealthy,82.0,UG/M3,1 Hr,Valid
45,270,1637,New Delhi,PM2.5 - Principal,2015-03-10 06:00:00,2015,3,10,6,80.8,164,Unhealthy,84.0,UG/M3,1 Hr,Valid
46,276,1643,New Delhi,PM2.5 - Principal,2015-03-10 12:00:00,2015,3,10,12,86.6,167,Unhealthy,77.0,UG/M3,1 Hr,Valid
47,282,1649,New Delhi,PM2.5 - Principal,2015-03-10 18:00:00,2015,3,10,18,51.9,141,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
48,288,1655,New Delhi,PM2.5 - Principal,2015-03-11 00:00:00,2015,3,11,0,127.7,188,Unhealthy,143.0,UG/M3,1 Hr,Valid
49,294,1661,New Delhi,PM2.5 - Principal,2015-03-11 06:00:00,2015,3,11,6,152.5,203,Very Unhealthy,174.0,UG/M3,1 Hr,Valid
50,300,1667,New Delhi,PM2.5 - Principal,2015-03-11 12:00:00,2015,3,11,12,93.5,171,Unhealthy,75.0,UG/M3,1 Hr,Valid
51,306,1673,New Delhi,PM2.5 - Principal,2015-03-11 18:00:00,2015,3,11,18,64.2,155,Unhealthy,59.0,UG/M3,1 Hr,Valid
52,312,1679,New Delhi,PM2.5 - Principal,2015-03-12 00:00:00,2015,3,12,0,143.4,196,Unhealthy,159.0,UG/M3,1 Hr,Valid
53,318,1685,New Delhi,PM2.5 - Principal,2015-03-12 06:00:00,2015,3,12,6,265.5,316,Hazardous,267.0,UG/M3,1 Hr,Valid
54,324,1691,New Delhi,PM2.5 - Principal,2015-03-12 12:00:00,2015,3,12,12,100.9,174,Unhealthy,75.0,UG/M3,1 Hr,Valid
55,330,1697,New Delhi,PM2.5 - Principal,2015-03-12 18:00:00,2015,3,12,18,44.6,123,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
56,336,1703,New Delhi,PM2.5 - Principal,2015-03-13 00:00:00,2015,3,13,0,105.2,177,Unhealthy,120.0,UG/M3,1 Hr,Valid
57,342,1709,New Delhi,PM2.5 - Principal,2015-03-13 06:00:00,2015,3,13,6,189.4,240,Very Unhealthy,202.0,UG/M3,1 Hr,Valid
58,348,1715,New Delhi,PM2.5 - Principal,2015-03-13 12:00:00,2015,3,13,12,147.7,199,Unhealthy,122.0,UG/M3,1 Hr,Valid
59,354,1721,New Delhi,PM2.5 - Principal,2015-03-13 18:00:00,2015,3,13,18,94.1,171,Unhealthy,87.0,UG/M3,1 Hr,Valid
60,360,1727,New Delhi,PM2.5 - Principal,2015-03-14 00:00:00,2015,3,14,0,51.5,140,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
61,366,1733,New Delhi,PM2.5 - Principal,2015-03-14 06:00:00,2015,3,14,6,96.8,172,Unhealthy,109.0,UG/M3,1 Hr,Valid
62,372,1739,New Delhi,PM2.5 - Principal,2015-03-14 12:00:00,2015,3,14,12,61.6,154,Unhealthy,56.0,UG/M3,1 Hr,Valid
63,378,1745,New Delhi,PM2.5 - Principal,2015-03-14 18:00:00,2015,3,14,18,32.4,94,Moderate,34.0,UG/M3,1 Hr,Valid
64,384,1751,New Delhi,PM2.5 - Principal,2015-03-15 00:00:00,2015,3,15,0,9.8,41,Good,6.0,UG/M3,1 Hr,Valid
65,390,1757,New Delhi,PM2.5 - Principal,2015-03-15 06:00:00,2015,3,15,6,9.0,38,Good,10.0,UG/M3,1 Hr,Valid
66,396,1763,New Delhi,PM2.5 - Principal,2015-03-15 12:00:00,2015,3,15,12,24.3,77,Moderate,26.0,UG/M3,1 Hr,Valid
67,402,1769,New Delhi,PM2.5 - Principal,2015-03-15 18:00:00,2015,3,15,18,22.1,72,Moderate,27.0,UG/M3,1 Hr,Valid
68,408,1775,New Delhi,PM2.5 - Principal,2015-03-16 00:00:00,2015,3,16,0,25.9,80,Moderate,22.0,UG/M3,1 Hr,Valid
69,414,1781,New Delhi,PM2.5 - Principal,2015-03-16 06:00:00,2015,3,16,6,27.0,82,Moderate,25.0,UG/M3,1 Hr,Valid
70,419,1787,New Delhi,PM2.5 - Principal,2015-03-16 12:00:00,2015,3,16,12,27.3,83,Moderate,27.0,UG/M3,1 Hr,Valid
71,425,1793,New Delhi,PM2.5 - Principal,2015-03-16 18:00:00,2015,3,16,18,21.5,71,Moderate,17.0,UG/M3,1 Hr,Valid
72,431,1799,New Delhi,PM2.5 - Principal,2015-03-17 00:00:00,2015,3,17,0,67.3,157,Unhealthy,73.0,UG/M3,1 Hr,Valid
73,437,1805,New Delhi,PM2.5 - Principal,2015-03-17 06:00:00,2015,3,17,6,57.7,152,Unhealthy,49.0,UG/M3,1 Hr,Valid
74,443,1811,New Delhi,PM2.5 - Principal,2015-03-17 12:00:00,2015,3,17,12,67.3,157,Unhealthy,45.0,UG/M3,1 Hr,Valid
75,449,1817,New Delhi,PM2.5 - Principal,2015-03-17 18:00:00,2015,3,17,18,20.5,69,Moderate,25.0,UG/M3,1 Hr,Valid
76,459,1841,New Delhi,PM2.5 - Principal,2015-03-18 18:00:00,2015,3,18,18,13.6,54,Moderate,13.0,UG/M3,1 Hr,Valid
77,465,1847,New Delhi,PM2.5 - Principal,2015-03-19 00:00:00,2015,3,19,0,58.4,152,Unhealthy,70.0,UG/M3,1 Hr,Valid
78,471,1853,New Delhi,PM2.5 - Principal,2015-03-19 06:00:00,2015,3,19,6,83.8,166,Unhealthy,95.0,UG/M3,1 Hr,Valid
79,477,1859,New Delhi,PM2.5 - Principal,2015-03-19 12:00:00,2015,3,19,12,45.0,124,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
80,481,1865,New Delhi,PM2.5 - Principal,2015-03-19 18:00:00,2015,3,19,18,21.5,71,Moderate,25.0,UG/M3,1 Hr,Valid
81,489,1931,New Delhi,PM2.5 - Principal,2015-03-22 12:00:00,2015,3,22,12,58.3,152,Unhealthy,43.0,UG/M3,1 Hr,Valid
82,495,1937,New Delhi,PM2.5 - Principal,2015-03-22 18:00:00,2015,3,22,18,28.0,84,Moderate,29.0,UG/M3,1 Hr,Valid
83,501,1943,New Delhi,PM2.5 - Principal,2015-03-23 00:00:00,2015,3,23,0,75.3,161,Unhealthy,81.0,UG/M3,1 Hr,Valid
84,507,1949,New Delhi,PM2.5 - Principal,2015-03-23 06:00:00,2015,3,23,6,74.5,161,Unhealthy,75.0,UG/M3,1 Hr,Valid
85,513,1955,New Delhi,PM2.5 - Principal,2015-03-23 12:00:00,2015,3,23,12,63.8,155,Unhealthy,52.0,UG/M3,1 Hr,Valid
86,519,1961,New Delhi,PM2.5 - Principal,2015-03-23 18:00:00,2015,3,23,18,16.9,61,Moderate,16.0,UG/M3,1 Hr,Valid
87,525,1967,New Delhi,PM2.5 - Principal,2015-03-24 00:00:00,2015,3,24,0,79.9,164,Unhealthy,88.0,UG/M3,1 Hr,Valid
88,531,1973,New Delhi,PM2.5 - Principal,2015-03-24 06:00:00,2015,3,24,6,110.2,179,Unhealthy,113.0,UG/M3,1 Hr,Valid
89,537,1979,New Delhi,PM2.5 - Principal,2015-03-24 12:00:00,2015,3,24,12,44.0,122,Unhealthy for Sensitive Groups,24.0,UG/M3,1 Hr,Valid
90,543,1985,New Delhi,PM2.5 - Principal,2015-03-24 18:00:00,2015,3,24,18,23.4,75,Moderate,24.0,UG/M3,1 Hr,Valid
91,549,1991,New Delhi,PM2.5 - Principal,2015-03-25 00:00:00,2015,3,25,0,90.5,169,Unhealthy,98.0,UG/M3,1 Hr,Valid
92,555,1997,New Delhi,PM2.5 - Principal,2015-03-25 06:00:00,2015,3,25,6,123.1,186,Unhealthy,128.0,UG/M3,1 Hr,Valid
93,561,2003,New Delhi,PM2.5 - Principal,2015-03-25 12:00:00,2015,3,25,12,97.7,173,Unhealthy,85.0,UG/M3,1 Hr,Valid
94,567,2009,New Delhi,PM2.5 - Principal,2015-03-25 18:00:00,2015,3,25,18,52.6,143,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
95,573,2015,New Delhi,PM2.5 - Principal,2015-03-26 00:00:00,2015,3,26,0,121.7,185,Unhealthy,130.0,UG/M3,1 Hr,Valid
96,579,2021,New Delhi,PM2.5 - Principal,2015-03-26 06:00:00,2015,3,26,6,171.6,222,Very Unhealthy,186.0,UG/M3,1 Hr,Valid
97,585,2027,New Delhi,PM2.5 - Principal,2015-03-26 12:00:00,2015,3,26,12,109.4,179,Unhealthy,88.0,UG/M3,1 Hr,Valid
98,591,2033,New Delhi,PM2.5 - Principal,2015-03-26 18:00:00,2015,3,26,18,62.9,155,Unhealthy,55.0,UG/M3,1 Hr,Valid
99,597,2039,New Delhi,PM2.5 - Principal,2015-03-27 00:00:00,2015,3,27,0,40.5,113,Unhealthy for Sensitive Groups,21.0,UG/M3,1 Hr,Valid
100,603,2045,New Delhi,PM2.5 - Principal,2015-03-27 06:00:00,2015,3,27,6,32.5,94,Moderate,42.0,UG/M3,1 Hr,Valid
101,609,2051,New Delhi,PM2.5 - Principal,2015-03-27 12:00:00,2015,3,27,12,43.5,121,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
102,615,2057,New Delhi,PM2.5 - Principal,2015-03-27 18:00:00,2015,3,27,18,20.3,68,Moderate,20.0,UG/M3,1 Hr,Valid
103,621,2063,New Delhi,PM2.5 - Principal,2015-03-28 00:00:00,2015,3,28,0,102.7,175,Unhealthy,121.0,UG/M3,1 Hr,Valid
104,627,2069,New Delhi,PM2.5 - Principal,2015-03-28 06:00:00,2015,3,28,6,96.4,172,Unhealthy,99.0,UG/M3,1 Hr,Valid
105,633,2075,New Delhi,PM2.5 - Principal,2015-03-28 12:00:00,2015,3,28,12,83.2,165,Unhealthy,90.0,UG/M3,1 Hr,Valid
106,639,2081,New Delhi,PM2.5 - Principal,2015-03-28 18:00:00,2015,3,28,18,34.2,97,Moderate,35.0,UG/M3,1 Hr,Valid
107,645,2087,New Delhi,PM2.5 - Principal,2015-03-29 00:00:00,2015,3,29,0,130.8,190,Unhealthy,126.0,UG/M3,1 Hr,Valid
108,651,2093,New Delhi,PM2.5 - Principal,2015-03-29 06:00:00,2015,3,29,6,125.9,187,Unhealthy,113.0,UG/M3,1 Hr,Valid
109,657,2099,New Delhi,PM2.5 - Principal,2015-03-29 12:00:00,2015,3,29,12,110.3,179,Unhealthy,86.0,UG/M3,1 Hr,Valid
110,663,2105,New Delhi,PM2.5 - Principal,2015-03-29 18:00:00,2015,3,29,18,56.5,152,Unhealthy,54.0,UG/M3,1 Hr,Valid
111,669,2111,New Delhi,PM2.5 - Principal,2015-03-30 00:00:00,2015,3,30,0,66.6,157,Unhealthy,73.0,UG/M3,1 Hr,Valid
112,675,2117,New Delhi,PM2.5 - Principal,2015-03-30 06:00:00,2015,3,30,6,19.5,67,Moderate,14.0,UG/M3,1 Hr,Valid
113,681,2123,New Delhi,PM2.5 - Principal,2015-03-30 12:00:00,2015,3,30,12,22.8,74,Moderate,20.0,UG/M3,1 Hr,Valid
114,687,2129,New Delhi,PM2.5 - Principal,2015-03-30 18:00:00,2015,3,30,18,9.7,40,Good,9.0,UG/M3,1 Hr,Valid
115,693,2135,New Delhi,PM2.5 - Principal,2015-03-31 00:00:00,2015,3,31,0,20.0,68,Moderate,24.0,UG/M3,1 Hr,Valid
116,699,2141,New Delhi,PM2.5 - Principal,2015-03-31 06:00:00,2015,3,31,6,36.6,104,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
117,705,2147,New Delhi,PM2.5 - Principal,2015-03-31 12:00:00,2015,3,31,12,41.4,116,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
118,711,2153,New Delhi,PM2.5 - Principal,2015-03-31 18:00:00,2015,3,31,18,44.5,123,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
119,717,2159,New Delhi,PM2.5 - Principal,2015-04-01 00:00:00,2015,4,1,0,87.0,167,Unhealthy,94.0,UG/M3,1 Hr,Valid
120,723,2165,New Delhi,PM2.5 - Principal,2015-04-01 06:00:00,2015,4,1,6,128.8,189,Unhealthy,147.0,UG/M3,1 Hr,Valid
121,729,2171,New Delhi,PM2.5 - Principal,2015-04-01 12:00:00,2015,4,1,12,49.4,135,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
122,735,2177,New Delhi,PM2.5 - Principal,2015-04-01 18:00:00,2015,4,1,18,29.5,88,Moderate,26.0,UG/M3,1 Hr,Valid
123,741,2183,New Delhi,PM2.5 - Principal,2015-04-02 00:00:00,2015,4,2,0,104.6,176,Unhealthy,98.0,UG/M3,1 Hr,Valid
124,747,2189,New Delhi,PM2.5 - Principal,2015-04-02 06:00:00,2015,4,2,6,63.0,155,Unhealthy,75.0,UG/M3,1 Hr,Valid
125,753,2195,New Delhi,PM2.5 - Principal,2015-04-02 12:00:00,2015,4,2,12,46.7,129,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
126,759,2201,New Delhi,PM2.5 - Principal,2015-04-02 18:00:00,2015,4,2,18,41.9,117,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
127,764,2207,New Delhi,PM2.5 - Principal,2015-04-03 00:00:00,2015,4,3,0,36.9,104,Unhealthy for Sensitive Groups,14.0,UG/M3,1 Hr,Valid
128,770,2213,New Delhi,PM2.5 - Principal,2015-04-03 06:00:00,2015,4,3,6,16.0,59,Moderate,19.0,UG/M3,1 Hr,Valid
129,776,2219,New Delhi,PM2.5 - Principal,2015-04-03 12:00:00,2015,4,3,12,21.4,71,Moderate,21.0,UG/M3,1 Hr,Valid
130,782,2225,New Delhi,PM2.5 - Principal,2015-04-03 18:00:00,2015,4,3,18,39.0,110,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
131,788,2231,New Delhi,PM2.5 - Principal,2015-04-04 00:00:00,2015,4,4,0,49.3,135,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
132,794,2237,New Delhi,PM2.5 - Principal,2015-04-04 06:00:00,2015,4,4,6,7.0,29,Good,5.0,UG/M3,1 Hr,Valid
133,800,2243,New Delhi,PM2.5 - Principal,2015-04-04 12:00:00,2015,4,4,12,22.1,72,Moderate,27.0,UG/M3,1 Hr,Valid
134,806,2249,New Delhi,PM2.5 - Principal,2015-04-04 18:00:00,2015,4,4,18,19.1,66,Moderate,20.0,UG/M3,1 Hr,Valid
135,812,2255,New Delhi,PM2.5 - Principal,2015-04-05 00:00:00,2015,4,5,0,40.4,113,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
136,818,2261,New Delhi,PM2.5 - Principal,2015-04-05 06:00:00,2015,4,5,6,35.3,100,Moderate,37.0,UG/M3,1 Hr,Valid
137,824,2267,New Delhi,PM2.5 - Principal,2015-04-05 12:00:00,2015,4,5,12,59.7,153,Unhealthy,45.0,UG/M3,1 Hr,Valid
138,830,2273,New Delhi,PM2.5 - Principal,2015-04-05 18:00:00,2015,4,5,18,58.7,153,Unhealthy,62.0,UG/M3,1 Hr,Valid
139,836,2279,New Delhi,PM2.5 - Principal,2015-04-06 00:00:00,2015,4,6,0,99.3,174,Unhealthy,106.0,UG/M3,1 Hr,Valid
140,842,2285,New Delhi,PM2.5 - Principal,2015-04-06 06:00:00,2015,4,6,6,153.4,204,Very Unhealthy,167.0,UG/M3,1 Hr,Valid
141,846,2291,New Delhi,PM2.5 - Principal,2015-04-06 12:00:00,2015,4,6,12,80.5,164,Unhealthy,57.0,UG/M3,1 Hr,Valid
142,852,2297,New Delhi,PM2.5 - Principal,2015-04-06 18:00:00,2015,4,6,18,25.6,79,Moderate,25.0,UG/M3,1 Hr,Valid
143,858,2303,New Delhi,PM2.5 - Principal,2015-04-07 00:00:00,2015,4,7,0,53.8,146,Unhealthy for Sensitive Groups,59.0,UG/M3,1 Hr,Valid
144,864,2309,New Delhi,PM2.5 - Principal,2015-04-07 06:00:00,2015,4,7,6,36.4,103,Unhealthy for Sensitive Groups,20.0,UG/M3,1 Hr,Valid
145,870,2315,New Delhi,PM2.5 - Principal,2015-04-07 12:00:00,2015,4,7,12,21.0,70,Moderate,24.0,UG/M3,1 Hr,Valid
146,876,2321,New Delhi,PM2.5 - Principal,2015-04-07 18:00:00,2015,4,7,18,46.0,127,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
147,882,2327,New Delhi,PM2.5 - Principal,2015-04-08 00:00:00,2015,4,8,0,81.2,164,Unhealthy,80.0,UG/M3,1 Hr,Valid
148,888,2333,New Delhi,PM2.5 - Principal,2015-04-08 06:00:00,2015,4,8,6,110.4,179,Unhealthy,110.0,UG/M3,1 Hr,Valid
149,894,2339,New Delhi,PM2.5 - Principal,2015-04-08 12:00:00,2015,4,8,12,71.5,159,Unhealthy,52.0,UG/M3,1 Hr,Valid
150,901,2351,New Delhi,PM2.5 - Principal,2015-04-09 00:00:00,2015,4,9,0,50.5,138,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
151,907,2357,New Delhi,PM2.5 - Principal,2015-04-09 06:00:00,2015,4,9,6,82.5,165,Unhealthy,103.0,UG/M3,1 Hr,Valid
152,913,2363,New Delhi,PM2.5 - Principal,2015-04-09 12:00:00,2015,4,9,12,38.1,107,Unhealthy for Sensitive Groups,20.0,UG/M3,1 Hr,Valid
153,919,2369,New Delhi,PM2.5 - Principal,2015-04-09 18:00:00,2015,4,9,18,13.3,54,Moderate,11.0,UG/M3,1 Hr,Valid
154,925,2375,New Delhi,PM2.5 - Principal,2015-04-10 00:00:00,2015,4,10,0,92.9,170,Unhealthy,112.0,UG/M3,1 Hr,Valid
155,931,2381,New Delhi,PM2.5 - Principal,2015-04-10 06:00:00,2015,4,10,6,89.4,169,Unhealthy,82.0,UG/M3,1 Hr,Valid
156,937,2387,New Delhi,PM2.5 - Principal,2015-04-10 12:00:00,2015,4,10,12,65.2,156,Unhealthy,39.0,UG/M3,1 Hr,Valid
157,943,2393,New Delhi,PM2.5 - Principal,2015-04-10 18:00:00,2015,4,10,18,21.3,70,Moderate,25.0,UG/M3,1 Hr,Valid
158,949,2399,New Delhi,PM2.5 - Principal,2015-04-11 00:00:00,2015,4,11,0,115.1,182,Unhealthy,135.0,UG/M3,1 Hr,Valid
159,955,2405,New Delhi,PM2.5 - Principal,2015-04-11 06:00:00,2015,4,11,6,102.9,175,Unhealthy,101.0,UG/M3,1 Hr,Valid
160,966,2417,New Delhi,PM2.5 - Principal,2015-04-11 18:00:00,2015,4,11,18,30.9,91,Moderate,38.0,UG/M3,1 Hr,Valid
161,972,2423,New Delhi,PM2.5 - Principal,2015-04-12 00:00:00,2015,4,12,0,33.8,97,Moderate,21.0,UG/M3,1 Hr,Valid
162,978,2429,New Delhi,PM2.5 - Principal,2015-04-12 06:00:00,2015,4,12,6,33.7,96,Moderate,38.0,UG/M3,1 Hr,Valid
163,984,2435,New Delhi,PM2.5 - Principal,2015-04-12 12:00:00,2015,4,12,12,36.2,103,Unhealthy for Sensitive Groups,33.0,UG/M3,1 Hr,Valid
164,990,2441,New Delhi,PM2.5 - Principal,2015-04-12 18:00:00,2015,4,12,18,43.0,119,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr,Valid
165,996,2447,New Delhi,PM2.5 - Principal,2015-04-13 00:00:00,2015,4,13,0,57.3,152,Unhealthy,62.0,UG/M3,1 Hr,Valid
166,1002,2453,New Delhi,PM2.5 - Principal,2015-04-13 06:00:00,2015,4,13,6,63.2,155,Unhealthy,62.0,UG/M3,1 Hr,Valid
167,1008,2459,New Delhi,PM2.5 - Principal,2015-04-13 12:00:00,2015,4,13,12,48.1,132,Unhealthy for Sensitive Groups,33.0,UG/M3,1 Hr,Valid
168,1014,2465,New Delhi,PM2.5 - Principal,2015-04-13 18:00:00,2015,4,13,18,42.0,117,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
169,1020,2471,New Delhi,PM2.5 - Principal,2015-04-14 00:00:00,2015,4,14,0,61.7,154,Unhealthy,62.0,UG/M3,1 Hr,Valid
170,1026,2477,New Delhi,PM2.5 - Principal,2015-04-14 06:00:00,2015,4,14,6,78.4,163,Unhealthy,78.0,UG/M3,1 Hr,Valid
171,1032,2483,New Delhi,PM2.5 - Principal,2015-04-14 12:00:00,2015,4,14,12,46.9,129,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid
