Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
New Delhi,PM2.5 - Principal,2023-01-01 02:00 AM,2023,01,01,02,195.4,245,Very Unhealthy,197.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-01 03:00 AM,2023,01,01,03,187.7,238,Very Unhealthy,180.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-01 04:00 AM,2023,01,01,04,176.3,227,Very Unhealthy,165.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-01 05:00 AM,2023,01,01,05,150.6,201,Very Unhealthy,125.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-01 06:00 AM,2023,01,01,06,121.8,185,Unhealthy,93.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-01 07:00 AM,2023,01,01,07,107.9,178,Unhealthy,94.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-01 08:00 AM,2023,01,01,08,100.9,174,Unhealthy,94.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-01 09:00 AM,2023,01,01,09,92.9,170,Unhealthy,85.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-01 10:00 AM,2023,01,01,10,100.9,174,Unhealthy,109.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-01 11:00 AM,2023,01,01,11,106.4,177,Unhealthy,112.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-01 12:00 PM,2023,01,01,12,104.7,176,Unhealthy,103.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-01 01:00 PM,2023,01,01,13,98.8,173,Unhealthy,93.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-01 02:00 PM,2023,01,01,14,86.9,167,Unhealthy,75.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-01 03:00 PM,2023,01,01,15,84.9,166,Unhealthy,83.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-01 04:00 PM,2023,01,01,16,86.1,167,Unhealthy,85.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-01 05:00 PM,2023,01,01,17,80.8,164,Unhealthy,71.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-01 06:00 PM,2023,01,01,18,86.4,167,Unhealthy,96.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-01 07:00 PM,2023,01,01,19,95.4,172,Unhealthy,111.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-01 08:00 PM,2023,01,01,20,150.0,200,Unhealthy,201.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-01 09:00 PM,2023,01,01,21,149.5,200,Unhealthy,149.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-01 10:00 PM,2023,01,01,22,166.7,217,Very Unhealthy,184.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-01 11:00 PM,2023,01,01,23,191.3,241,Very Unhealthy,216.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-02 12:00 AM,2023,01,02,00,204.2,254,Very Unhealthy,217.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-02 01:00 AM,2023,01,02,01,215.6,266,Very Unhealthy,227.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-02 02:00 AM,2023,01,02,02,229.8,280,Very Unhealthy,244.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-02 03:00 AM,2023,01,02,03,240.4,290,Very Unhealthy,251.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-02 04:00 AM,2023,01,02,04,243.7,293,Very Unhealthy,247.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-02 05:00 AM,2023,01,02,05,234.8,285,Very Unhealthy,226.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-02 06:00 AM,2023,01,02,06,235.9,286,Very Unhealthy,237.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-02 07:00 AM,2023,01,02,07,252.7,303,Hazardous,273.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-02 08:00 AM,2023,01,02,08,262.5,313,Hazardous,274.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-02 09:00 AM,2023,01,02,09,258.8,309,Hazardous,263.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-02 10:00 AM,2023,01,02,10,269.4,320,Hazardous,300.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-02 11:00 AM,2023,01,02,11,293.1,343,Hazardous,330.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-02 12:00 PM,2023,01,02,12,308.7,359,Hazardous,340.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-02 01:00 PM,2023,01,02,13,321.6,371,Hazardous,344.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-02 02:00 PM,2023,01,02,14,310.5,360,Hazardous,289.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-02 03:00 PM,2023,01,02,15,315.6,366,Hazardous,325.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-02 04:00 PM,2023,01,02,16,317.9,368,Hazardous,322.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-02 05:00 PM,2023,01,02,17,312.6,363,Hazardous,302.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-02 06:00 PM,2023,01,02,18,306.2,356,Hazardous,286.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-02 07:00 PM,2023,01,02,19,294.2,344,Hazardous,259.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-02 08:00 PM,2023,01,02,20,266.8,317,Hazardous,226.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-02 09:00 PM,2023,01,02,21,253.0,303,Hazardous,227.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-02 10:00 PM,2023,01,02,22,245.0,295,Very Unhealthy,230.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-02 11:00 PM,2023,01,02,23,243.4,293,Very Unhealthy,241.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-03 12:00 AM,2023,01,03,00,245.8,295,Very Unhealthy,251.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-03 01:00 AM,2023,01,03,01,242.1,292,Very Unhealthy,232.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-03 02:00 AM,2023,01,03,02,239.1,289,Very Unhealthy,233.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-03 03:00 AM,2023,01,03,03,244.9,295,Very Unhealthy,259.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-03 04:00 AM,2023,01,03,04,262.5,313,Hazardous,310.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-03 05:00 AM,2023,01,03,05,274.6,325,Hazardous,307.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-03 06:00 AM,2023,01,03,06,280.4,331,Hazardous,296.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-03 07:00 AM,2023,01,03,07,279.9,330,Hazardous,278.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-03 08:00 AM,2023,01,03,08,278.5,329,Hazardous,274.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-03 09:00 AM,2023,01,03,09,278.5,329,Hazardous,278.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-03 10:00 AM,2023,01,03,10,279.6,330,Hazardous,282.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-03 11:00 AM,2023,01,03,11,279.3,330,Hazardous,277.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-03 12:00 PM,2023,01,03,12,279.1,329,Hazardous,278.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-03 01:00 PM,2023,01,03,13,283.6,334,Hazardous,295.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-03 02:00 PM,2023,01,03,14,289.6,340,Hazardous,313.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-03 03:00 PM,2023,01,03,15,291.6,342,Hazardous,301.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-03 04:00 PM,2023,01,03,16,292.6,343,Hazardous,302.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-03 05:00 PM,2023,01,03,17,288.5,339,Hazardous,268.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-03 06:00 PM,2023,01,03,18,282.8,333,Hazardous,259.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-03 07:00 PM,2023,01,03,19,281.2,331,Hazardous,274.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-03 08:00 PM,2023,01,03,20,288.8,339,Hazardous,319.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-03 09:00 PM,2023,01,03,21,297.9,348,Hazardous,328.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-03 10:00 PM,2023,01,03,22,299.0,349,Hazardous,302.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-03 11:00 PM,2023,01,03,23,295.5,346,Hazardous,282.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-04 12:00 AM,2023,01,04,00,284.5,335,Hazardous,250.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-04 01:00 AM,2023,01,04,01,259.3,310,Hazardous,218.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-04 02:00 AM,2023,01,04,02,241.3,291,Very Unhealthy,212.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-04 03:00 AM,2023,01,04,03,239.3,289,Very Unhealthy,236.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-04 04:00 AM,2023,01,04,04,223.0,273,Very Unhealthy,201.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-04 05:00 AM,2023,01,04,05,201.4,251,Very Unhealthy,180.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-04 06:00 AM,2023,01,04,06,181.1,231,Very Unhealthy,164.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-04 07:00 AM,2023,01,04,07,162.0,212,Very Unhealthy,143.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-04 08:00 AM,2023,01,04,08,151.0,201,Very Unhealthy,140.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-04 09:00 AM,2023,01,04,09,147.9,199,Unhealthy,145.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-04 10:00 AM,2023,01,04,10,154.4,205,Very Unhealthy,161.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-04 11:00 AM,2023,01,04,11,171.2,222,Very Unhealthy,192.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-04 12:00 PM,2023,01,04,12,184.4,235,Very Unhealthy,205.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-04 01:00 PM,2023,01,04,13,196.4,246,Very Unhealthy,214.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-04 02:00 PM,2023,01,04,14,211.7,262,Very Unhealthy,234.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-04 03:00 PM,2023,01,04,15,220.4,270,Very Unhealthy,234.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-04 04:00 PM,2023,01,04,16,219.8,270,Very Unhealthy,219.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-04 05:00 PM,2023,01,04,17,215.9,266,Very Unhealthy,210.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-04 06:00 PM,2023,01,04,18,212.3,262,Very Unhealthy,207.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-04 07:00 PM,2023,01,04,19,215.5,265,Very Unhealthy,220.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-04 08:00 PM,2023,01,04,20,223.4,273,Very Unhealthy,236.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-04 09:00 PM,2023,01,04,21,246.3,296,Very Unhealthy,277.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-04 10:00 PM,2023,01,04,22,290.4,341,Hazardous,344.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-04 11:00 PM,2023,01,04,23,291.8,342,Hazardous,301.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-05 12:00 AM,2023,01,05,00,288.8,339,Hazardous,285.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-05 01:00 AM,2023,01,05,01,285.3,335,Hazardous,280.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-05 02:00 AM,2023,01,05,02,276.4,327,Hazardous,263.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-05 03:00 AM,2023,01,05,03,268.7,319,Hazardous,257.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-05 04:00 AM,2023,01,05,04,260.1,311,Hazardous,247.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-05 05:00 AM,2023,01,05,05,201.1,251,Very Unhealthy,146.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-05 06:00 AM,2023,01,05,06,165.5,216,Very Unhealthy,130.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-05 07:00 AM,2023,01,05,07,154.7,205,Very Unhealthy,144.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-05 08:00 AM,2023,01,05,08,152.8,203,Very Unhealthy,151.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-05 09:00 AM,2023,01,05,09,150.9,201,Very Unhealthy,149.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-05 10:00 AM,2023,01,05,10,154.4,205,Very Unhealthy,158.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-05 11:00 AM,2023,01,05,11,175.7,226,Very Unhealthy,197.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-05 12:00 PM,2023,01,05,12,201.8,252,Very Unhealthy,228.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-05 01:00 PM,2023,01,05,13,230.9,281,Very Unhealthy,260.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-05 02:00 PM,2023,01,05,14,238.4,288,Very Unhealthy,246.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-05 03:00 PM,2023,01,05,15,232.7,282,Very Unhealthy,227.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-05 04:00 PM,2023,01,05,16,233.3,283,Very Unhealthy,234.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-05 05:00 PM,2023,01,05,17,278.2,328,Hazardous,323.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-05 06:00 PM,2023,01,05,18,300.1,350,Hazardous,322.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-05 07:00 PM,2023,01,05,19,300.0,350,Hazardous,300.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-05 08:00 PM,2023,01,05,20,313.0,363,Hazardous,326.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-05 09:00 PM,2023,01,05,21,327.0,377,Hazardous,341.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-05 10:00 PM,2023,01,05,22,332.9,383,Hazardous,346.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-05 11:00 PM,2023,01,05,23,335.0,385,Hazardous,349.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-06 12:00 AM,2023,01,06,00,328.6,378,Hazardous,316.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-06 01:00 AM,2023,01,06,01,340.6,390,Hazardous,360.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-06 02:00 AM,2023,01,06,02,350.2,400,Hazardous,365.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-06 03:00 AM,2023,01,06,03,337.1,387,Hazardous,315.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-06 04:00 AM,2023,01,06,04,317.8,368,Hazardous,266.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-06 05:00 AM,2023,01,06,05,305.9,356,Hazardous,275.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-06 06:00 AM,2023,01,06,06,298.3,348,Hazardous,279.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-06 07:00 AM,2023,01,06,07,291.5,342,Hazardous,274.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-06 08:00 AM,2023,01,06,08,284.5,335,Hazardous,267.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-06 09:00 AM,2023,01,06,09,279.8,330,Hazardous,269.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-06 10:00 AM,2023,01,06,10,285.3,335,Hazardous,301.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-06 11:00 AM,2023,01,06,11,301.2,351,Hazardous,344.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-06 12:00 PM,2023,01,06,12,321.6,371,Hazardous,371.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-06 01:00 PM,2023,01,06,13,327.2,377,Hazardous,342.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-06 02:00 PM,2023,01,06,14,325.5,375,Hazardous,322.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-06 03:00 PM,2023,01,06,15,317.3,367,Hazardous,297.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-06 04:00 PM,2023,01,06,16,318.9,369,Hazardous,322.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-06 05:00 PM,2023,01,06,17,316.9,367,Hazardous,311.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-06 06:00 PM,2023,01,06,18,310.8,361,Hazardous,295.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-06 07:00 PM,2023,01,06,19,303.1,353,Hazardous,283.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-06 08:00 PM,2023,01,06,20,303.4,353,Hazardous,303.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-06 09:00 PM,2023,01,06,21,309.4,359,Hazardous,322.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-06 10:00 PM,2023,01,06,22,315.8,366,Hazardous,335.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-06 11:00 PM,2023,01,06,23,319.8,370,Hazardous,333.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-07 12:00 AM,2023,01,07,00,321.6,371,Hazardous,340.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-07 01:00 AM,2023,01,07,01,324.5,374,Hazardous,340.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-07 02:00 AM,2023,01,07,02,331.1,381,Hazardous,351.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-07 03:00 AM,2023,01,07,03,344.0,394,Hazardous,373.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-07 04:00 AM,2023,01,07,04,353.5,403,Hazardous,378.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-07 05:00 AM,2023,01,07,05,353.5,403,Hazardous,352.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-07 06:00 AM,2023,01,07,06,337.2,387,Hazardous,289.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-07 07:00 AM,2023,01,07,07,297.5,348,Hazardous,238.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-07 08:00 AM,2023,01,07,08,216.6,267,Very Unhealthy,152.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-07 09:00 AM,2023,01,07,09,189.7,240,Very Unhealthy,163.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-07 10:00 AM,2023,01,07,10,201.3,251,Very Unhealthy,213.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-07 11:00 AM,2023,01,07,11,217.6,267,Very Unhealthy,234.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-07 12:00 PM,2023,01,07,12,224.3,274,Very Unhealthy,231.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-07 01:00 PM,2023,01,07,13,229.6,279,Very Unhealthy,235.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-07 02:00 PM,2023,01,07,14,250.8,301,Hazardous,272.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-07 03:00 PM,2023,01,07,15,270.8,321,Hazardous,291.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-07 04:00 PM,2023,01,07,16,274.4,325,Hazardous,278.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-07 05:00 PM,2023,01,07,17,272.2,323,Hazardous,271.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-07 06:00 PM,2023,01,07,18,273.5,324,Hazardous,275.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-07 07:00 PM,2023,01,07,19,273.3,324,Hazardous,273.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-07 08:00 PM,2023,01,07,20,300.2,350,Hazardous,327.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-07 09:00 PM,2023,01,07,21,337.7,387,Hazardous,387.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-07 10:00 PM,2023,01,07,22,376.7,418,Hazardous,423.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-07 11:00 PM,2023,01,07,23,413.5,443,Hazardous,448.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-08 12:00 AM,2023,01,08,00,433.5,456,Hazardous,455.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-08 01:00 AM,2023,01,08,01,420.3,447,Hazardous,416.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-08 02:00 AM,2023,01,08,02,395.6,431,Hazardous,359.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-08 03:00 AM,2023,01,08,03,361.0,408,Hazardous,310.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-08 04:00 AM,2023,01,08,04,323.1,373,Hazardous,269.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-08 05:00 AM,2023,01,08,05,293.6,344,Hazardous,259.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-08 06:00 AM,2023,01,08,06,250.7,301,Hazardous,217.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-08 07:00 AM,2023,01,08,07,226.3,276,Very Unhealthy,202.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-08 08:00 AM,2023,01,08,08,204.6,255,Very Unhealthy,183.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-08 09:00 AM,2023,01,08,09,206.3,256,Very Unhealthy,208.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-08 10:00 AM,2023,01,08,10,222.1,272,Very Unhealthy,238.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-08 11:00 AM,2023,01,08,11,241.5,291,Very Unhealthy,261.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-08 12:00 PM,2023,01,08,12,264.7,315,Hazardous,288.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-08 01:00 PM,2023,01,08,13,286.0,336,Hazardous,309.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-08 02:00 PM,2023,01,08,14,298.1,348,Hazardous,321.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-08 03:00 PM,2023,01,08,15,303.6,354,Hazardous,311.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-08 04:00 PM,2023,01,08,16,297.3,347,Hazardous,289.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-08 05:00 PM,2023,01,08,17,280.4,331,Hazardous,258.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-08 06:00 PM,2023,01,08,18,274.2,324,Hazardous,266.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-08 07:00 PM,2023,01,08,19,273.3,324,Hazardous,272.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-08 08:00 PM,2023,01,08,20,283.6,334,Hazardous,299.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-08 09:00 PM,2023,01,08,21,303.3,353,Hazardous,346.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-08 10:00 PM,2023,01,08,22,335.2,385,Hazardous,392.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2023-01-08 11:00 PM,2023,01,08,23,381.9,422,Hazardous,437.0,UG/M3,1 Hr,Valid
